ImmunizeMe - All Pts: Patient ID,ImmunizeMe - vaccines: Patient ID,Age in years,Date of birth,First name,NHS number,Sex,Surname,Deduction date,Registration date,ImmunizeMe - vaccines: Vaccination type,Preferred telephone number,ImmunizeMe - vaccines: Event date,ImmunizeMe - vaccines: Event done at ID,Patient Count
19581992,19581992,13,05-Oct-2010,Firstname,1234576955,Female,Surname,,11-Nov-2010,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,16-Jun-2011,E87750,1
19582000,19582000,43,06-Sep-1980,Firstname,1234576955,Male,Surname,,15-Feb-2013,Yellow Fever Single,12345678,01-Dec-2010,E87750,1
19582028,19582028,13,01-Nov-2010,Firstname,1234576955,Male,Surname,,02-Dec-2010,Influenza Vaccine 1,12345678,12-Nov-2013,E87750,1
19582028,19582028,13,01-Nov-2010,Firstname,1234576955,Male,Surname,,02-Dec-2010,DTaP/IPV/Hib 2,12345678,28-Jan-2011,E87750,1
19582028,19582028,13,01-Nov-2010,Firstname,1234576955,Male,Surname,,02-Dec-2010,DTaP/IPV/Hib 1,12345678,29-Dec-2010,E87750,1
19582028,19582028,13,01-Nov-2010,Firstname,1234576955,Male,Surname,,02-Dec-2010,Repevax 1st Scheduled Booster,12345678,27-Oct-2014,E87750,1
19582023,,43,27-Sep-1980,Firstname,1234576955,Male,Surname,,18-Oct-2012,unknown,12345678,,,1
19582029,19582029,13,07-Nov-2010,Firstname,1234576955,Female,Surname,,16-Dec-2010,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,20-Dec-2011,E87750,1
19582009,19582009,13,17-Dec-2010,Firstname,1234576955,Male,Surname,,11-Feb-2011,Measles/Mumps/Rubella 1,12345678,28-Mar-2012,E87750,1
19582012,,56,25-Jun-1968,Firstname,1234576955,Male,Surname,,05-Mar-2015,unknown,12345678,,,1
19582008,19582008,13,13-Jan-2011,Firstname,1234576955,Male,Surname,,21-Feb-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,12-May-2011,E87750,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,Measles/Mumps/Rubella 1,12345678,19-Apr-2012,E87750,1
19582041,19582041,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,22-Mar-2011,HIB + Meningitis C 1st Scheduled Booster,12345678,07-Feb-2012,E87750,1
19580001,19580001,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,23-May-2011,Infanrix-IPV 1st Scheduled Booster,12345678,27-Jan-2015,E87750,1
19580001,19580001,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,23-May-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,04-Apr-2011,E87750,1
19580010,19580010,62,25-Aug-1962,Firstname,1234576955,Male,Surname,,02-Jun-2011,Cell-based quadrivalent Flu/Vac/SA inj 0.5ml pfs (Seqirus UK Ltd) 1,12345678,18-Sep-2023,FG671,1
19580012,19580012,46,09-Nov-1977,Firstname,1234576955,Female,Surname,,10-Apr-2015,Influenza Vaccine 1,12345678,18-Feb-2013,E87750,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,21-Nov-2018,5.56E+11,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,22-Sep-2011,E87750,1
19580036,19580036,13,08-May-2011,Firstname,1234576955,Male,Surname,,14-Jun-2011,Influenza Vaccine 1,12345678,11-Nov-2013,E87750,1
19580036,19580036,13,08-May-2011,Firstname,1234576955,Male,Surname,,14-Jun-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,26-Jun-2012,E87750,1
19580036,19580036,13,08-May-2011,Firstname,1234576955,Male,Surname,,14-Jun-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,29-Sep-2011,E87750,1
19580036,19580036,13,08-May-2011,Firstname,1234576955,Male,Surname,,14-Jun-2011,MMRvaxPRO 1st Scheduled Booster,12345678,17-Sep-2019,E87750,1
19580041,19580041,41,19-Aug-1983,Firstname,1234576955,Male,Surname,,14-Jun-2011,Priorix 1,12345678,20-Jan-2016,E87750,1
19580042,19580042,13,16-Jun-2011,Firstname,1234576955,Male,Surname,,04-Aug-2011,DTaP/IPV/Hib 2,12345678,22-Sep-2011,E87750,1
19580044,,35,29-Apr-1989,Firstname,1234576955,Female,Surname,,15-Jan-2016,unknown,12345678,,,1
19580020,19580020,24,02-Apr-2000,Firstname,1234576955,Female,Surname,,29-Jan-2016,DTaP/IPV Booster,12345678,09-Oct-2001,E87750,1
19580020,19580020,24,02-Apr-2000,Firstname,1234576955,Female,Surname,,29-Jan-2016,Gardasil 3,12345678,24-Apr-2013,3.86E+11,1
19580025,19580025,13,03-Aug-2011,Firstname,1234576955,Female,Surname,,04-Feb-2016,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,13-Nov-2023,5.56E+11,1
19580024,19580024,18,30-Jan-2006,Firstname,1234576955,Female,Surname,,29-Aug-2024,DTaP/IPV/Hib 3,12345678,10-Sep-2006,E87750,1
19580031,19580031,39,23-May-1985,Firstname,1234576955,Female,Surname,,04-Feb-2016,Typhoid 1,12345678,20-Nov-2013,E87750,1
19580049,,32,31-Jul-1992,Firstname,1234576955,Male,Surname,,29-Sep-2011,unknown,12345678,,,1
19580144,19580144,13,06-Aug-2011,Firstname,1234576955,Female,Surname,,04-Jan-2012,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,25-Nov-2020,5.56E+11,1
19580144,19580144,13,06-Aug-2011,Firstname,1234576955,Female,Surname,,04-Jan-2012,MMRvaxPRO 1st Scheduled Booster,12345678,15-Dec-2014,E87750,1
19581918,19581918,14,15-Sep-2009,Firstname,1234576955,Male,Surname,,14-Oct-2010,Measles/Mumps/Rubella 1,12345678,11-Oct-2010,E87750,1
19581991,,45,27-Jul-1979,Firstname,1234576955,Male,Surname,,02-Nov-2010,unknown,12345678,,,1
19581990,19581990,40,15-Dec-1983,Firstname,1234576955,Female,Surname,,28-Dec-2022,DTaP/IPV 1,12345678,21-Mar-1984,E87701,1
19581992,19581992,13,05-Oct-2010,Firstname,1234576955,Female,Surname,,11-Nov-2010,Influenza Vaccine 1,12345678,21-Oct-2013,E87750,1
19582028,19582028,13,01-Nov-2010,Firstname,1234576955,Male,Surname,,02-Dec-2010,Measles/Mumps/Rubella 1,12345678,06-Dec-2011,E87750,1
19582028,19582028,13,01-Nov-2010,Firstname,1234576955,Male,Surname,,02-Dec-2010,DTaP/IPV/Hib 3,12345678,25-Feb-2011,E87750,1
19582032,,45,15-Feb-1979,Firstname,1234576955,Male,Surname,,13-Jan-2011,unknown,12345678,,,1
19582002,,42,15-Jun-1982,Firstname,1234576955,Female,Surname,,01-May-2019,unknown,12345678,,,1
19582009,19582009,13,17-Dec-2010,Firstname,1234576955,Male,Surname,,11-Feb-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,28-Mar-2012,E87750,1
19582009,19582009,13,17-Dec-2010,Firstname,1234576955,Male,Surname,,11-Feb-2011,HIB + Meningitis C 1st Scheduled Booster,12345678,09-Feb-2012,E87750,1
19582014,,44,14-Sep-1979,Firstname,1234576955,Male,Surname,,16-Mar-2011,unknown,12345678,,,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,Influenza Vaccine 1,12345678,09-Dec-2013,E87750,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,19-Apr-2012,E87750,1
19582041,19582041,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,22-Mar-2011,Measles/Mumps/Rubella 1,12345678,09-Mar-2012,E87750,1
19582041,19582041,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,22-Mar-2011,Repevax 1st Scheduled Booster,12345678,23-Sep-2014,E87750,1
19582037,19582037,72,27-Jun-1952,Firstname,1234576955,Male,Surname,,31-Mar-2011,Pneumovax 23 1,12345678,05-Nov-2019,E87750,1
19582037,19582037,72,27-Jun-1952,Firstname,1234576955,Male,Surname,,31-Mar-2011,"Adjuvanted quadrivalent flu vacc (SA, inact) inj 0.5ml pfs (Seqirus UK Ltd) 1",12345678,01-Oct-2022,FE207,1
19580001,19580001,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,23-May-2011,DTaP/IPV/Hib 1,12345678,04-Apr-2011,E87750,1
19580008,19580008,63,14-Feb-1961,Firstname,1234576955,Female,Surname,,15-Jan-2016,Quadrivalent influenza vaccine Split Virion inactivated (Sanofi Pasteur) 1,12345678,01-Dec-2020,E87750,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,22-Nov-2017,5.56E+11,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Repevax 1st Scheduled Booster,12345678,16-Sep-2014,E87750,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,HIB + Meningitis C 1st Scheduled Booster,12345678,28-Jun-2012,E87750,1
19580036,19580036,13,08-May-2011,Firstname,1234576955,Male,Surname,,14-Jun-2011,Measles/Mumps/Rubella 1,12345678,26-Jun-2012,E87750,1
19580036,19580036,13,08-May-2011,Firstname,1234576955,Male,Surname,,14-Jun-2011,BCG 1,12345678,16-Nov-2011,3.86E+11,1
19580036,19580036,13,08-May-2011,Firstname,1234576955,Male,Surname,,14-Jun-2011,DTaP/IPV/Hib 2,12345678,11-Aug-2011,E87750,1
19580042,19580042,13,16-Jun-2011,Firstname,1234576955,Male,Surname,,04-Aug-2011,Measles/Mumps/Rubella 1,12345678,19-Jul-2012,E87750,1
19580020,19580020,24,02-Apr-2000,Firstname,1234576955,Female,Surname,,29-Jan-2016,DTaP/IPV/Hib 3,12345678,11-Jul-2000,E87750,1
19580025,19580025,13,03-Aug-2011,Firstname,1234576955,Female,Surname,,04-Feb-2016,Infanrix-IPV 1st Scheduled Booster,12345678,29-Jan-2015,E87750,1
19580025,19580025,13,03-Aug-2011,Firstname,1234576955,Female,Surname,,04-Feb-2016,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,12-Oct-2011,E87750,1
19580031,19580031,39,23-May-1985,Firstname,1234576955,Female,Surname,,04-Feb-2016,Rabies Vaccine 1,12345678,09-Dec-2013,E87750,1
19580031,19580031,39,23-May-1985,Firstname,1234576955,Female,Surname,,04-Feb-2016,Yellow Fever Single,12345678,28-Nov-2013,E87750,1
19580051,,42,15-Jan-1982,Firstname,1234576955,Male,Surname,,27-Sep-2011,unknown,12345678,,,1
19580060,19580060,35,05-May-1989,Firstname,1234576955,Female,Surname,,06-Oct-2011,BCG 1,12345678,06-Mar-2003,E87750,1
19580131,19580131,59,02-Oct-1964,Firstname,1234576955,Female,Surname,,10-Nov-2011,Quadrivalent influenza vaccine Split Virion inactivated (Sanofi Pasteur) 1,12345678,01-Dec-2020,E87750,1
19580133,,44,12-Aug-1980,Firstname,1234576955,Male,Surname,,12-Jan-2012,unknown,12345678,,,1
19580143,19580143,12,22-Nov-2011,Firstname,1234576955,Male,Surname,,06-Jan-2012,HIB + Meningitis C 1st Scheduled Booster,12345678,22-Nov-2012,E87750,1
19580144,19580144,13,06-Aug-2011,Firstname,1234576955,Female,Surname,,04-Jan-2012,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,16-Jan-2024,E87750,1
19580144,19580144,13,06-Aug-2011,Firstname,1234576955,Female,Surname,,04-Jan-2012,DTaP/IPV/Hib 2,12345678,02-Nov-2011,E87750,1
19580144,19580144,13,06-Aug-2011,Firstname,1234576955,Female,Surname,,04-Jan-2012,HIB + Meningitis C 1st Scheduled Booster,12345678,07-Aug-2012,E87750,1
19580176,19580176,38,21-Aug-1986,Firstname,1234576955,Male,Surname,,01-Aug-2016,Influenza Vaccine 1,12345678,24-Oct-2013,E87750,1
19580145,19580145,14,25-Jan-2010,Firstname,1234576955,Female,Surname,,19-Mar-2012,Measles/Mumps/Rubella 1,12345678,21-Feb-2011,E87750,1
19580145,19580145,14,25-Jan-2010,Firstname,1234576955,Female,Surname,,19-Mar-2012,Influenza Vaccine 1,12345678,01-Nov-2013,E87750,1
19580145,19580145,14,25-Jan-2010,Firstname,1234576955,Female,Surname,,19-Mar-2012,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,23-Nov-2020,5.56E+11,1
19580154,19580154,12,16-Feb-2012,Firstname,1234576955,Male,Surname,,22-Mar-2012,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,20-Feb-2013,E87750,1
19580149,19580149,86,11-Jun-1938,Firstname,1234576955,Male,Surname,,19-Apr-2012,COVID-19 Vacc Spikevax (XBB.1.5) 0.1mg/1ml inj md vials Booster,12345678,27-Jun-2024,FXQ10,1
19580182,19580182,12,01-May-2012,Firstname,1234576955,Male,Surname,,17-May-2012,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,10-Oct-2014,E87750,1
19580189,19580189,12,26-Mar-2012,Firstname,1234576955,Female,Surname,,16-Aug-2012,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,11-Jul-2013,E87750,1
19580189,19580189,12,26-Mar-2012,Firstname,1234576955,Female,Surname,,16-Aug-2012,HIB + Meningitis C 1st Scheduled Booster,12345678,16-Apr-2013,E87750,1
19580190,19580190,42,01-Dec-1981,Firstname,1234576955,Male,Surname,,12-Jun-2012,Comirnaty Original/Omicron BA.4-5 COVID-19 Vacc md vials Booster,12345678,29-Sep-2023,FNM06,1
19581886,19581886,14,10-Jun-2010,Firstname,1234576955,Male,Surname,,21-Jul-2010,DTaP/IPV/Hib 1st Scheduled Booster,12345678,18-Jun-2013,E87750,1
19581886,19581886,14,10-Jun-2010,Firstname,1234576955,Male,Surname,,21-Jul-2010,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,20-Jun-2011,E87750,1
19581906,19581906,14,15-Jul-2010,Firstname,1234576955,Male,Surname,,26-Aug-2010,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,11-Aug-2011,E87750,1
19581906,19581906,14,15-Jul-2010,Firstname,1234576955,Male,Surname,,26-Aug-2010,HIB + Meningitis C 1st Scheduled Booster,12345678,13-Sep-2011,E87750,1
19581909,19581909,14,26-Aug-2010,Firstname,1234576955,Male,Surname,,28-Sep-2015,DTaP/IPV/Hib 2,12345678,24-Nov-2010,E87750,1
19581909,19581909,14,26-Aug-2010,Firstname,1234576955,Male,Surname,,28-Sep-2015,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,01-Nov-2011,E87750,1
19581910,19581910,14,10-Jul-2010,Firstname,1234576955,Female,Surname,,05-Feb-2019,DTaP/IPV/Hib 3,12345678,04-Mar-2011,E87750,1
19581910,19581910,14,10-Jul-2010,Firstname,1234576955,Female,Surname,,05-Feb-2019,DTaP/IPV/Hib 2,12345678,07-Nov-2010,E87750,1
19581910,19581910,14,10-Jul-2010,Firstname,1234576955,Female,Surname,,05-Feb-2019,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,14-Apr-2011,E87750,1
19581910,19581910,14,10-Jul-2010,Firstname,1234576955,Female,Surname,,05-Feb-2019,HIB + Meningitis C 1st Scheduled Booster,12345678,17-Nov-2011,E87750,1
19581912,19581912,44,24-Jun-1980,Firstname,1234576955,Female,Surname,,20-Oct-2010,Influenza Vaccine 1,12345678,02-Nov-2010,E87750,1
19581919,19581919,46,14-Dec-1977,Firstname,1234576955,Female,Surname,,17-Sep-2019,Infanrix-IPV Booster,12345678,22-Jul-2016,E87750,1
19581918,19581918,14,15-Sep-2009,Firstname,1234576955,Male,Surname,,14-Oct-2010,DTaP/IPV 1st Scheduled Booster,12345678,17-May-2013,E87750,1
19581918,19581918,14,15-Sep-2009,Firstname,1234576955,Male,Surname,,14-Oct-2010,HIB + Meningitis C 1st Scheduled Booster,12345678,11-Oct-2010,E87750,1
19581993,,45,02-Mar-1979,Firstname,1234576955,Male,Surname,,25-Jan-2011,unknown,12345678,,,1
19581996,,45,18-Jul-1979,Firstname,1234576955,Female,Surname,,14-Jun-2013,unknown,12345678,,,1
19581990,19581990,40,15-Dec-1983,Firstname,1234576955,Female,Surname,,28-Dec-2022,Influenza Vaccine 1,12345678,06-Oct-2022,,1
19581992,19581992,13,05-Oct-2010,Firstname,1234576955,Female,Surname,,11-Nov-2010,BCG 1,12345678,08-Dec-2010,E87750,1
19581992,19581992,13,05-Oct-2010,Firstname,1234576955,Female,Surname,,11-Nov-2010,DTaP/IPV/Hib 2,12345678,12-May-2011,E87750,1
19581992,19581992,13,05-Oct-2010,Firstname,1234576955,Female,Surname,,11-Nov-2010,HIB + Meningitis C 1st Scheduled Booster,12345678,25-Oct-2011,E87750,1
19582020,,46,26-Nov-1977,Firstname,1234576955,Female,Surname,,19-Nov-2010,unknown,12345678,,,1
19582025,,35,12-Jan-1989,Firstname,1234576955,Male,Surname,,09-Dec-2010,unknown,12345678,,,1
19582004,,33,20-Mar-1991,Firstname,1234576955,Male,Surname,,11-Feb-2011,unknown,12345678,,,1
19582009,19582009,13,17-Dec-2010,Firstname,1234576955,Male,Surname,,11-Feb-2011,DTaP/IPV/Hib 2,12345678,18-Mar-2011,E87750,1
19582015,,36,24-Nov-1987,Firstname,1234576955,Female,Surname,,18-Mar-2011,unknown,12345678,,,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,BCG 1,12345678,13-Apr-2011,E87750,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,27-Oct-2015,E87750,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,27-Nov-2019,5.56E+11,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,19-Nov-2021,5.56E+11,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,19-Nov-2021,Elsewhere,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,16-Jun-2011,E87750,1
19582035,19582035,13,18-Jan-2011,Firstname,1234576955,Female,Surname,,28-Feb-2018,MMRvaxPRO 1st Scheduled Booster,12345678,27-Oct-2014,E87750,1
19582041,19582041,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,22-Mar-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,28-Jun-2011,E87750,1
19582039,,44,09-Jul-1980,Firstname,1234576955,Male,Surname,,31-Mar-2011,unknown,12345678,,,1
19580001,19580001,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,23-May-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,17-May-2012,E87750,1
19580001,19580001,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,23-May-2011,HIB + Meningitis C 1st Scheduled Booster,12345678,21-Feb-2012,E87750,1
19580002,,39,01-Mar-1985,Firstname,1234576955,Female,Surname,,28-Apr-2011,unknown,12345678,,,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,27-Oct-2022,E87750,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Influenza Tetra MYL vacc inj 0.5ml pre-filled syringes (Viatris UK Healthcare Ltd) 1,12345678,10-Dec-2019,E87750,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,07-Aug-2012,E87750,1
19580033,,52,01-Nov-1971,Firstname,1234576955,Female,Surname,,15-Jan-2016,unknown,12345678,,,1
19580036,19580036,13,08-May-2011,Firstname,1234576955,Male,Surname,,14-Jun-2011,Boostrix-IPV Booster,12345678,17-Sep-2019,E87750,1
19580042,19580042,13,16-Jun-2011,Firstname,1234576955,Male,Surname,,04-Aug-2011,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,16-Oct-2014,E87750,1
19580042,19580042,13,16-Jun-2011,Firstname,1234576955,Male,Surname,,04-Aug-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,01-Nov-2011,E87750,1
19580037,,62,21-Mar-1962,Firstname,1234576955,Male,Surname,,15-Jan-2016,unknown,12345678,,,1
19580020,19580020,24,02-Apr-2000,Firstname,1234576955,Female,Surname,,29-Jan-2016,Measles/Mumps/Rubella Under 1 yr,12345678,22-Sep-2000,E87750,1
19580020,19580020,24,02-Apr-2000,Firstname,1234576955,Female,Surname,,29-Jan-2016,DTaP/IPV/Hib 2,12345678,22-Aug-2000,E87750,1
19580020,19580020,24,02-Apr-2000,Firstname,1234576955,Female,Surname,,29-Jan-2016,Gardasil 2,12345678,07-Mar-2013,3.86E+11,1
19580025,19580025,13,03-Aug-2011,Firstname,1234576955,Female,Surname,,04-Feb-2016,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,15-Jan-2018,5.56E+11,1
19580001,19580001,13,06-Feb-2011,Firstname,1234576955,Male,Surname,,23-May-2011,MMRvaxPRO 1st Scheduled Booster,12345678,27-Jan-2015,E87750,1
19580003,,40,03-May-1984,Firstname,1234576955,Female,Surname,,24-May-2011,unknown,12345678,,,1
19580009,,43,09-Oct-1980,Firstname,1234576955,Male,Surname,,29-Jan-2016,unknown,12345678,,,1
19580010,19580010,62,25-Aug-1962,Firstname,1234576955,Male,Surname,,02-Jun-2011,Quadrivalent influenza vaccine Split Virion inactivated (Sanofi Pasteur) 1,12345678,25-Oct-2019,E87750,1
19580010,19580010,62,25-Aug-1962,Firstname,1234576955,Male,Surname,,02-Jun-2011,Cell-based quadrivalent Flu/Vac/SA inj 0.5ml pfs (Seqirus UK Ltd) 1,12345678,06-Oct-2022,FG671,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Measles/Mumps/Rubella 1,12345678,07-Aug-2012,E87750,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Priorix Booster,12345678,16-Sep-2014,E87750,1
19580014,19580014,13,20-May-2011,Firstname,1234576955,Female,Surname,,15-Jan-2016,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,27-Oct-2020,E87750,1
19580041,19580041,41,19-Aug-1983,Firstname,1234576955,Male,Surname,,14-Jun-2011,Revaxis 1,12345678,20-Jan-2016,E87750,1
19580042,19580042,13,16-Jun-2011,Firstname,1234576955,Male,Surname,,04-Aug-2011,DTaP/IPV/Hib 3,12345678,01-Nov-2011,E87750,1
19580042,19580042,13,16-Jun-2011,Firstname,1234576955,Male,Surname,,04-Aug-2011,Infanrix-IPV 1st Scheduled Booster,12345678,30-Oct-2014,E87750,1
19580042,19580042,13,16-Jun-2011,Firstname,1234576955,Male,Surname,,04-Aug-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,11-Aug-2011,E87750,1
19580025,19580025,13,03-Aug-2011,Firstname,1234576955,Female,Surname,,04-Feb-2016,Measles/Mumps/Rubella 1,12345678,21-Dec-2012,E87750,1
19580025,19580025,13,03-Aug-2011,Firstname,1234576955,Female,Surname,,04-Feb-2016,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,13-Nov-2023,Elsewhere,1
19580025,19580025,13,03-Aug-2011,Firstname,1234576955,Female,Surname,,04-Feb-2016,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,22-Dec-2011,E87750,1
19580022,,62,01-Jun-1962,Firstname,1234576955,Female,Surname,,22-Jul-2024,unknown,12345678,,,1
19580024,19580024,18,30-Jan-2006,Firstname,1234576955,Female,Surname,,29-Aug-2024,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,17-Jun-2007,E87750,1
19580024,19580024,18,30-Jan-2006,Firstname,1234576955,Female,Surname,,29-Aug-2024,Measles/Mumps/Rubella Under 1 yr,12345678,14-Jan-2007,E87750,1
19580169,19580169,12,10-Dec-2011,Firstname,1234576955,Female,Surname,,16-Jan-2012,DTaP/IPV/Hib 1,12345678,23-Feb-2012,E87750,1
19580169,19580169,12,10-Dec-2011,Firstname,1234576955,Female,Surname,,16-Jan-2012,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,31-May-2012,E87750,1
19580169,19580169,12,10-Dec-2011,Firstname,1234576955,Female,Surname,,16-Jan-2012,HIB + Meningitis C 1st Scheduled Booster,12345678,29-Jul-2014,E87750,1
19580145,19580145,14,25-Jan-2010,Firstname,1234576955,Female,Surname,,19-Mar-2012,Revaxis 2nd Scheduled Booster,12345678,01-Mar-2024,RY908,1
19580154,19580154,12,16-Feb-2012,Firstname,1234576955,Male,Surname,,22-Mar-2012,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,23-Nov-2020,5.56E+11,1
19580154,19580154,12,16-Feb-2012,Firstname,1234576955,Male,Surname,,22-Mar-2012,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,15-Nov-2021,5.56E+11,1
19580154,19580154,12,16-Feb-2012,Firstname,1234576955,Male,Surname,,22-Mar-2012,Infanrix-IPV 1st Scheduled Booster,12345678,25-Apr-2016,E87750,1
19580178,,44,17-Apr-1980,Firstname,1234576955,Male,Surname,,12-Apr-2012,unknown,12345678,,,1
19580187,19580187,12,08-Apr-2012,Firstname,1234576955,Male,Surname,,11-Jun-2012,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,28-Oct-2014,E87750,1
19580187,19580187,12,08-Apr-2012,Firstname,1234576955,Male,Surname,,11-Jun-2012,DTaP/IPV/Hib 2,12345678,10-Jul-2012,E87750,1
19580187,19580187,12,08-Apr-2012,Firstname,1234576955,Male,Surname,,11-Jun-2012,Infanrix-IPV 1st Scheduled Booster,12345678,08-Dec-2015,E87750,1
19580187,19580187,12,08-Apr-2012,Firstname,1234576955,Male,Surname,,11-Jun-2012,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,16-Jul-2013,E87750,1
19580183,19580183,12,20-Mar-2012,Firstname,1234576955,Female,Surname,,31-Oct-2012,DTaP/IPV/Hib 2,12345678,18-Jun-2012,E87750,1
19580183,19580183,12,20-Mar-2012,Firstname,1234576955,Female,Surname,,31-Oct-2012,HIB + Meningitis C 1st Scheduled Booster,12345678,05-Apr-2013,E87750,1
19580182,19580182,12,01-May-2012,Firstname,1234576955,Male,Surname,,17-May-2012,Influenza Vaccine 1,12345678,22-Oct-2013,E87750,1
19580182,19580182,12,01-May-2012,Firstname,1234576955,Male,Surname,,17-May-2012,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,01-Dec-2020,E87750,1
19580182,19580182,12,01-May-2012,Firstname,1234576955,Male,Surname,,17-May-2012,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,16-Nov-2021,Elsewhere,1
19580182,19580182,12,01-May-2012,Firstname,1234576955,Male,Surname,,17-May-2012,DTaP/IPV/Hib 1,12345678,26-Jun-2012,E87750,1
19580189,19580189,12,26-Mar-2012,Firstname,1234576955,Female,Surname,,16-Aug-2012,Infanrix-IPV 1st Scheduled Booster,12345678,11-Feb-2016,E87750,1
